ID Transação;ID Cliente;Data Compra;Data Envio;Tempo Entrega (dias);Região;Categoria Produto;Produto;Forma Pagamento;Valor Compra (R$);Reclamação;Comentários;Nota
1407;CUST00400;22/05/25;23/05/25;1;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;489;Não;-;3
1408;CUST00909;22/05/25;30/05/25;8;Norte;Bebidas;Refrigerante Cola 2L;Cartão Débito;898;Não;-;3
1409;CUST00012;25/06/25;30/06/25;5;Sul;Bebidas;Suco de Laranja 1L;PIX;596;Não;-;3
1410;CUST00861;16/05/25;24/05/25;8;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1451;Não;-;3
1411;CUST01136;11/06/25;15/06/25;4;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;1956;Sim;Prazo de entrega excedido;1
1412;CUST00710;30/05/25;02/06/25;3;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Cartão Débito;907;Sim;Atendimento ruim;2
1413;CUST00402;31/05/25;07/06/25;7;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;711;Não;-;3
1414;CUST00397;22/06/25;30/06/25;8;Sul;Bebidas;Suco de Laranja 1L;Cartão Débito;727;Não;-;3
1415;CUST00012;17/06/25;21/06/25;4;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;388;Não;Ótima qualidade;4
1416;CUST00541;15/06/25;17/06/25;2;Sudeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1744;Não;-;3
1417;CUST00810;05/06/25;06/06/25;1;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;616;Não;Produto conforme anunciado;4
1418;CUST01262;16/06/25;17/06/25;1;Nordeste;Bebidas;Refrigerante Cola 2L;PIX;829;Sim;Quantidade incorreta;1
1419;CUST00330;19/05/25;24/05/25;5;Nordeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1204;Não;-;3
1420;CUST00025;30/05/25;01/06/25;2;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1371;Sim;Atendimento ruim;2
1421;CUST00490;22/05/25;26/05/25;4;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;Dinheiro;593;Não;-;3
1422;CUST00861;19/06/25;24/06/25;5;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1244;Não;Atendimento excelente;4
1423;CUST01065;22/05/25;26/05/25;4;Sudeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;3446;Não;-;3
1424;CUST00254;06/06/25;15/06/25;9;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;423;Não;-;3
1425;CUST01109;17/06/25;21/06/25;4;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;474;Não;-;3
1426;CUST00365;11/06/25;15/06/25;4;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1101;Sim;Cobrança duplicada;2
1427;CUST00101;08/06/25;11/06/25;3;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;592;Não;-;3
1428;CUST00006;22/06/25;25/06/25;3;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1060;Não;Atendimento excelente;5
1429;CUST00348;22/06/25;01/07/25;9;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;447;Não;-;3
1430;CUST00745;24/05/25;30/05/25;6;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1127;Sim;Atendimento ruim;1
1431;CUST00499;11/06/25;12/06/25;1;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Débito;833;Não;-;3
1432;CUST00041;23/06/25;30/06/25;7;Norte;Alimentos Básicos;Macarrão Espaguete 500g;PIX;534;Não;Ótima qualidade;4
1433;CUST00975;19/06/25;27/06/25;8;Norte;Limpeza Doméstica;Detergente Líquido 500ml;PIX;460;Não;-;3
1434;CUST01258;20/06/25;22/06/25;2;Centro-Oeste;Bebidas;Refrigerante Cola 2L;PIX;602;Não;-;3
1435;CUST00213;28/05/25;31/05/25;3;Sudeste;Bebidas;Água Mineral 1,5L;PIX;295;Não;-;3
1436;CUST00375;23/06/25;03/07/25;10;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;908;Não;-;3
1437;CUST00120;18/05/25;20/05/25;2;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;401;Não;-;3
1438;CUST00968;09/06/25;13/06/25;4;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;507;Não;-;3
1439;CUST00501;04/06/25;14/06/25;10;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1471;Sim;Embalagem violada;1
1440;CUST01195;27/05/25;01/06/25;5;Norte;Bebidas;Água Mineral 1,5L;Cartão Crédito;290;Não;-;3
1441;CUST00727;03/06/25;13/06/25;10;Sul;Limpeza Doméstica;Detergente Líquido 500ml;PIX;576;Não;-;3
1442;CUST00489;31/05/25;02/06/25;2;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1224;Não;-;3
1443;CUST00288;17/05/25;18/05/25;1;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;724;Não;-;3
1444;CUST00906;22/05/25;23/05/25;1;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Débito;1713;Sim;Atendimento ruim;1
1445;CUST00101;18/06/25;22/06/25;4;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;2188;Não;-;3
1446;CUST00555;19/06/25;28/06/25;9;Sul;Bebidas;Água Mineral 1,5L;PIX;439;Sim;Embalagem violada;2
1447;CUST01248;08/06/25;12/06/25;4;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;728;Não;-;3
1448;CUST00545;17/05/25;18/05/25;1;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Dinheiro;326;Não;-;3
1449;CUST01178;18/06/25;20/06/25;2;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2721;Não;-;3
1450;CUST00597;18/06/25;20/06/25;2;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;507;Não;-;3
1451;CUST00595;17/05/25;22/05/25;5;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;830;Não;Compra sem complicações;4
1452;CUST00939;19/06/25;22/06/25;3;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1029;Não;-;3
1453;CUST00465;21/05/25;30/05/25;9;Sul;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;142;Não;-;3
1454;CUST00006;25/06/25;05/07/25;10;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;285;Não;Compra sem complicações;5
1455;CUST00708;19/06/25;21/06/25;2;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;483;Não;-;3
1456;CUST01039;20/05/25;26/05/25;6;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;715;Não;-;3
1457;CUST00339;15/05/25;16/05/25;1;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1870;Não;-;3
1458;CUST00368;13/06/25;14/06/25;1;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;525;Não;-;3
1459;CUST00707;21/05/25;24/05/25;3;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1178;Não;-;3
1460;CUST00014;06/06/25;16/06/25;10;Norte;Bebidas;Água Mineral 1,5L;Cartão Débito;288;Sim;Produto danificado;2
1461;CUST00988;30/05/25;31/05/25;1;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1286;Sim;Embalagem violada;1
1462;CUST00867;06/06/25;10/06/25;4;Sudeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;618;Não;-;3
1463;CUST00223;03/06/25;12/06/25;9;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;1313;Não;-;3
1464;CUST01014;18/06/25;22/06/25;4;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;409;Não;-;3
1465;CUST01234;22/05/25;25/05/25;3;Sudeste;Limpeza Doméstica;Desinfetante 1L;PIX;482;Não;Entrega rápida e sem problemas;4
1466;CUST00714;30/05/25;03/06/25;4;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;249;Sim;Cobrança duplicada;1
1467;CUST00613;06/06/25;14/06/25;8;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1542;Não;Entrega rápida e sem problemas;4
1468;CUST00590;24/05/25;26/05/25;2;Sudeste;Higiene Pessoal;Sabonete em Barra;PIX;315;Não;-;3
1469;CUST00857;02/06/25;07/06/25;5;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;579;Não;Atendimento excelente;4
1470;CUST00022;03/06/25;09/06/25;6;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;803;Sim;Cobrança duplicada;2
1471;CUST00569;18/06/25;20/06/25;2;Sudeste;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;118;Não;Compra sem complicações;4
1472;CUST00658;17/05/25;21/05/25;4;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;676;Não;-;3
1473;CUST00408;03/06/25;10/06/25;7;Norte;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;639;Sim;Prazo de entrega excedido;2
1474;CUST00441;03/06/25;11/06/25;8;Norte;Bebidas;Refrigerante Cola 2L;Cartão Débito;798;Não;-;3
1475;CUST00254;30/05/25;06/06/25;7;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1504;Não;-;3
1476;CUST00673;22/06/25;24/06/25;2;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1231;Não;-;3
1477;CUST00572;03/06/25;08/06/25;5;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;306;Não;-;3
1478;CUST01116;01/06/25;05/06/25;4;Nordeste;Bebidas;Suco de Laranja 1L;PIX;799;Sim;Embalagem violada;2
1479;CUST00804;08/06/25;15/06/25;7;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Débito;265;Não;-;3
1480;CUST00097;28/06/25;05/07/25;7;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1108;Sim;Cobrança duplicada;1
1481;CUST00177;27/06/25;02/07/25;5;Norte;Bebidas;Suco de Laranja 1L;Cartão Crédito;680;Não;-;3
1482;CUST00165;17/05/25;22/05/25;5;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1034;Sim;Embalagem violada;1
1483;CUST00892;07/06/25;12/06/25;5;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;431;Não;-;3
1484;CUST00699;16/06/25;21/06/25;5;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;644;Sim;Produto diferente do pedido;2
1485;CUST00370;27/05/25;28/05/25;1;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;740;Não;-;3
1486;CUST00857;06/06/25;15/06/25;9;Norte;Limpeza Doméstica;Detergente Líquido 500ml;PIX;519;Não;-;3
1487;CUST01124;02/06/25;06/06/25;4;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;465;Sim;Embalagem violada;2
1488;CUST01129;27/05/25;05/06/25;9;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3303;Não;-;3
1489;CUST00386;11/06/25;12/06/25;1;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;779;Não;-;3
1490;CUST01131;14/06/25;18/06/25;4;Nordeste;Higiene Pessoal;Shampoo 400ml;PIX;1778;Não;-;3
1491;CUST01014;15/06/25;18/06/25;3;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1302;Não;-;3
1492;CUST00164;26/05/25;30/05/25;4;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;1006;Não;-;3
1493;CUST00395;28/06/25;01/07/25;3;Centro-Oeste;Bebidas;Suco de Laranja 1L;PIX;676;Não;-;3
1494;CUST00087;26/05/25;31/05/25;5;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;486;Não;-;3
1495;CUST00169;22/05/25;30/05/25;8;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;621;Não;Entrega rápida e sem problemas;4
1496;CUST00399;25/06/25;27/06/25;2;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1339;Não;-;3
1497;CUST00865;26/05/25;31/05/25;5;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1223;Não;-;3
1498;CUST00476;21/06/25;25/06/25;4;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;916;Não;-;3
1499;CUST01029;17/05/25;26/05/25;9;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Débito;250;Não;-;3
1500;CUST00605;28/05/25;30/05/25;2;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;275;Não;-;3
